,Class,Permission,apk
42,Adware,"['android.permission.DISABLE_KEYGUARD', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.SET_WALLPAPER', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_LOGS', 'android.permission.WAKE_LOCK', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.SET_PROCESS_FOREGROUND']",13821b8ce7484e5deb18df17bee0178c28de6f798d600a851a09090cd0c5263f.7ff8f7cae9eee3f79c40c3d0ea9c71f4
43,Adware,"['android.permission.RECORD_AUDIO', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.GET_TASKS', 'android.permission.RESTART_PACKAGES', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",145f79c783440f9d221addc659b41cbfb12c6b73d91cf4be41281ed58d7cca42.7c288ed875980a888a89c8301feb4bd9
44,Adware,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.GET_TASKS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",150354e5d07f50b30b73f6c9c4f410db7390612db23d6c0b9256b66021f90bc0.39c7f69912ce91b7a21e2dac3a516666
45,Adware,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.DISABLE_KEYGUARD', 'android.permission.GET_TASKS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET']",1511dc4b39901257d960306e452bfdd44bf2886cd96db96cadbbd492e8448a2c.6d0f297e2aa8320c0c662d53be36178d
46,Adware,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET']",152fe2832b1bb0d5ed823e0e6a850c5e3137dfc98f21bea7a977f89926041a70.23bd7d07f8838a427584fef6914a8556
47,Adware,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0
48,Adware,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.FLASHLIGHT', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET']",15684ba017f0b1a409ebfb9d2ccbae7e0cfe507418d33086aab85c7fe1214c95.635548412973204284fa48e5ab9730cd
49,Adware,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE']",1612d01d8264ffd5935190ac97f5193a095bd040cc2962ed46da4aa2d537ae07.8f3774852d286fbde470ce914ddddb43
50,Adware,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",168c421bada510503054f8ec0dbde16bb0d505e5ae3eb55322bbbf99c488de94.6d5051a984d98655a0e17728c3445a23
51,Adware,"['android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET']",172617b1b82e518b082bf7b631991efc7c5c86c09bfa95475620f497795cfcc4.4f3c28d6ad11eb2d6be1aab395e785ea
52,Adware,"['android.permission.RECORD_AUDIO', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",179b39fcd5c8b05a12fab754a683d77b76ff67c7915975e61976fb95408aee0b.5d7587ada97e1969e434195c87826f14
53,Adware,"['android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET']",1809d2294f47701969299b4eb5926fcc3fba3a6ba3bcaed36c699bd2a0792d0e.545dacc0643451a5d95e57606934dd2d
54,Adware,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",183c9bd65e2e58dd89c5914b4b98d0f38a10eed06f1a221ad2de171a891066c2.1ad84bbd303868c8d4ea461c8b3b2dae
55,Adware,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE']",1852b1bee35152200bcf1963dac3461cba616ecc1f69b9f6052d8e6280d9cffb.0d89af4a3cbc928cd09515de0c5ed21c
56,Adware,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE']",189a69faf6aa906fd97ebce02dd744d89b18ba852601f92a06f4e8896badbcce.40d2e62f9b5aef6f5e81a0678da554c9
57,Adware,"['android.permission.RECORD_AUDIO', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.REORDER_TASKS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.DELETE_PACKAGES', 'android.permission.CLEAR_APP_USER_DATA', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.DELETE_CACHE_FILES', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_OWNER_DATA', 'android.permission.WAKE_LOCK', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS']",18ad38c57a257f94377da9a947f4c2b34412c26b226d2e60afaed16dea252b00.38d931ccb070a4c58b2542a6a6d5bd6d
58,Adware,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",18ed88f6a7436fab2b188ae57a01f5a32736aee0e1563975ab947ee5ce158308.8ffd949e511604a2d835a912c24f5ea2
59,Adware,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",18f294ad0e2941f961b387b1d860043bb7d855ec3c3dc9fecc3f9ee2b89d214b.6bd77595961d0b4797d72b3085e76935
60,Adware,"['android.permission.ACCESS_WIFI_STATE', 'com.android.vending.BILLING', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",191a0d386a3fb62e247f9ba794c99e1c1940c02a5d3eccc9de706ad96ceb111c.6fb16cfc21f70f61262595d885856473
61,Adware,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_LOCATTON_MOCK_LOCATION', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",1968e8ac04e65e6c200eda249b5b92f836ddbcaf5abcfffed1c2e04b471e6895.2ac035cc007eb005036d1e012364b2a5
62,Adware,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE']",2076fb95dfa7ded872a940d3ecbe89575f8e7ee0f61535714ad12121eb5b586b.5db93f97637f75c0c05cb264f29edf9a
63,Adware,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.RESTART_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.BLUETOOTH', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.BLUETOOTH_ADMIN', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",209774b9ce8b45ce740963c3dba873bf1106da8cca07d2b84f905a69e61edda0.2f75ff2044e13d4a533977c2772e2ffe
64,Adware,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",209af6b96dbb2a47b2bce1f13119de28f609777577f7c3f75177a47da2df93a0.8ebb2eb07aee36284b8491956ddf07f5
65,Adware,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'com.android.browser.permission.WRITE_HISTORY_BOOKMARKS', 'android.permission.INTERNET']",20d49f5d19d109b306ec74d26809418b77f1e694464f7e218d05c8135d7f875b.47853b7118cb97d470fb553394fe85a4
66,Adware,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_LOGS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET']",212aa193b9f5a688a650366970c02987c99d07f6b1e50f04c510bfb74f7062f1.27d2ff805885796c6debeb61adafbdb3
67,Adware,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET']",213a0abc71295a8d9e2062c1758b9533717f2e6cd79c01841f768e2e8e1f6a0f.33e6fdcb5fd33d0f20b4f4e943bb4990
68,Adware,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_LOGS', 'com.android.browser.permission.WRITE_HISTORY_BOOKMARKS', 'android.permission.INTERNET']",213c4b1a573863fab8be2c6b79618081cbd4aa32ea81cebf8359ed24a6e1990e.6545ec3a239f73c98e4a8e822d4baa9c
69,Adware,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",21a8486f803f99d866c5d32cc01c124017ceb20f5810fd5f5e55a3858b5b4956.2b133a89d5419f739255269ee85ac371
70,Adware,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.VIBRATE', 'android.permission.WRITE_CALENDAR', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_LOGS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.READ_CALENDAR']",21afdddb17483af12dd723ddccde8591f48391cad17df40a437ee8602fd9c490.7bb8f27d23c14cb05d470d93c5ccedeb
71,Adware,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_FINE_LOCATION', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.GET_TASKS', 'android.permission.RESTART_PACKAGES', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET']",222c8cc0a23029a527685f2eb049747a2f29e71a29ac62c438923621d70abed1.6fd81ede9355448898d7f60772186a37
72,Adware,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'com.android.browser.permission.WRITE_HISTORY_BOOKMARKS', 'android.permission.INTERNET']",224ce041dba78449975c3e15bf92240faea221b0bbd8a08d8d8fb5fec46c5bb6.522895839c276a4db6d73daf96c4e31e
73,Adware,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE']",227bbb7282ccbabdc572a9d9b80b7133e24b0f1e1c4b061edc474ff3a8512e68.0bd93e32e74ee7f740ae67b9b4af8a52
74,Adware,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",2289c27570fbc03a2deeb57548a3809fc287831c1fa6898d20c20a64509e902d.78d958198046af2f460132b6f68220fa
75,Adware,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET']",228eb3562a913b827f11b736b649bfb18ed8b6dc5422f311cfc5ea11e5dbafe0.29edce9fc63c49acee2f7f79dd28dbc0
76,Adware,"['android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET']",22e18b1f1e0a533cf1adbb3103b317db0d11a01f223ee1dd9bae979a2dd64151.91bdc5efd5caa45de7feb634b9364c19
77,Adware,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.GET_TASKS', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_SMS', 'android.permission.WRITE_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET']",22f078834a344c4376489b232f4c293ddc439033b3fe80600e187f4bcda746ee.3defd236f0e11c1aca6b70accdc0e905
78,Adware,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_LOGS', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",236d2910f1121d18481b2d3764e3f53bbb6a82d113b87278cb59397b4364b462.a0d7829b2f770f80c3803dedef621fe9
79,Adware,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET']",23b6eac012e4c6d762d1b3d5d81b9997bd283906ada8d8dbf7dea1d83437bc09.5d2f588f48f19be37d6af812980c0a46
80,Adware,"['android.permission.RECORD_AUDIO', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.CALL_PHONE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.CLEAR_APP_CACHE', 'android.permission.RESTART_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.SET_WALLPAPER', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_CONTACTS', 'android.permission.RECEIVE_WAP_PUSH', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.GET_TASKS', 'android.permission.WRITE_CALENDAR', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE']",23bba23d10a6b9b1aaaee39b71c1263927d2c03c5a594ce1d756724179c66ea8.15f806fb48bb5218356f4b6999924bda
81,Adware,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_LOGS', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",23d9c8cca11abe2cfac4a3efd8b3883edff0eab159dfcb709d7e8f13dd3c94e1.017c8738a84bbf1d64c11d70f8294f37
82,Adware,"['android.permission.RECORD_AUDIO', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.browser.permission.WRITE_HISTORY_BOOKMARKS', 'android.permission.INTERNET']",23e5705347db43a8240247e4f1e65210314a6378b8e52292d1509fbc4ea98817.3e1cb1608a998857f4c6d3ae022fd585
83,Adware,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_LOGS', 'android.permission.INTERNET']",240df2ec4319fd6de14513227ca12ff50510920731ed6cb8485e12ab22eebd54.ab3d9d688611cc98fc5a79d5194f2280
84,Adware,"['android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET']",242a0048497bcbdeb4d1a5a43df08e492bfd42b0b85ff63b2c2a49ad5ea50829.53d002a59ccc235656840ecea7069f8a
